,ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,Name,QuoteDet_ID,LookupValForOpp,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
350,3,ALKYD ENAMEL DTM SHERWIN,2.0,75.0,,,14339,EXP,Sherwin Williams Alkyd Enamel Direct-To-Metal,SCC_27258,SCC_14339,LIQUID,321,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-13,DESERT
351,1,"PUMP DISCHARGE HEAD 16"" URE",2.0,650.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27312,SCC_14341,DUMMY,322,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
352,2,"PUMP COLUMN 16""X60"" ID/OD ONLY",8.0,1005.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27313,SCC_14341,DUMMY,323,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
353,3,"PUMP COLUMN 16""X28"" ID/OD ONLY",2.0,465.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27314,SCC_14341,DUMMY,324,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
354,4,"PUMP BOWL 20"" ID/OD ONLY",2.0,405.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27315,SCC_14341,DUMMY,325,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
355,5,"PUMP DISCHARGE HEAD 20"" URE",5.0,650.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27316,SCC_14341,DUMMY,326,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
356,6,"PUMP COLUMN 20""X60"" ID/OD ONLY",20.0,1250.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27317,SCC_14341,DUMMY,327,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
357,7,"PUMP COLUMN 20""X24"" ID/OD ONLY",5.0,500.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27318,SCC_14341,DUMMY,328,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
358,8,"PUMP BOWL 24"" ID/OD ONLY",5.0,405.0,,,14341,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27319,SCC_14341,DUMMY,329,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
359,10,FACILITY TOUCH-UP,8.0,65.0,,,14341,EXP,Touch up performed at sight once all pieces are assembled.,SCC_27320,SCC_14341,DUMMY,330,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
360,11,SERIES 22 EPOXOLINE TNEMEC,15.0,0.0,,,14341,EXP,Tnemec Series 22 Epoxoline (White),SCC_27321,SCC_14341,DUMMY,331,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2020-01-08,DESERT
361,12,CARBOGUARD 891 CARBOLINE,15.0,0.0,,,14341,EXP,Carboline Carboguard 891 High Solids Polyamine-Epoxy Colors Available: Two Compo,SCC_27322,SCC_14341,DUMMY,332,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
362,9,NACE LEVEL III INSPECTION,1.0,1500.0,,,14341,EXP,,SCC_27323,SCC_14341,DUMMY,333,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-18,DESERT
363,1,"PUMP DISCHARGE HEAD 16"" URE",2.0,650.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27337,SCC_14342,LIQUID,334,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
364,2,"PUMP COLUMN 16""X60"" ID/OD ONLY",8.0,1005.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27338,SCC_14342,LIQUID,335,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
365,3,"PUMP COLUMN 16""X28"" ID/OD ONLY",2.0,465.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27339,SCC_14342,LIQUID,336,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
366,4,"PUMP BOWL 20"" ID/OD ONLY",2.0,405.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27340,SCC_14342,LIQUID,337,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
367,5,"PUMP DISCHARGE HEAD 20"" URE",5.0,650.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27341,SCC_14342,LIQUID,338,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
368,6,"PUMP COLUMN 20""X60"" ID/OD ONLY",20.0,1250.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27342,SCC_14342,LIQUID,339,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
369,7,"PUMP COLUMN 20""X24"" ID/OD ONLY",5.0,500.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27343,SCC_14342,LIQUID,340,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
370,8,"PUMP BOWL 24"" ID/OD ONLY",5.0,405.0,,,14342,EXP,"Sandblast, Carboguard 891 (2-Coats 4-6 Mils) Inside Only, Series 22 (2-Coats 16-",SCC_27344,SCC_14342,LIQUID,341,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
371,9,"PUMP CANS 36""X336"" ID/OD",7.0,6330.0,,,14342,EXP,"Sandblast, Series 22 (2-Coats 16-20 Mils) Inside Only, Series 22 (2-Coats 16-20 ",SCC_27345,SCC_14342,LIQUID,342,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
372,10,NACE LEVEL III INSPECTION,1.0,1500.0,,,14342,EXP,,SCC_27346,SCC_14342,LIQUID,343,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
373,11,FACILITY TOUCH-UP,8.0,65.0,,,14342,EXP,Touch up performed at sight once all pieces are assembled.,SCC_27347,SCC_14342,LIQUID,344,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
374,12,SERIES 22 EPOXOLINE TNEMEC,25.0,0.0,,,14342,EXP,Tnemec Series 22 Epoxoline (White),SCC_27348,SCC_14342,LIQUID,345,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2020-01-08,DESERT
375,13,CARBOGUARD 891 CARBOLINE,25.0,0.0,,,14342,EXP,Carboline Carboguard 891 High Solids Polyamine-Epoxy Colors Available: Two Compo,SCC_27349,SCC_14342,LIQUID,346,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-02-22,DESERT
376,1,STEEL I BEAMS,105782.0,4.5,,,14343,EXP,"Sandblast, Primer and Topcoat",SCC_27353,SCC_14343,DUMMY,347,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
377,2,ZINC CLAD III SHERWIN,800.0,0.0,,,14343,EXP,"Sherwin Williams Zinc Clad III three-component, polyamide epoxy, zinc-rich coati",SCC_27354,SCC_14343,DUMMY,348,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
378,3,ACROLON 218 HS SG SHERWIN,800.0,0.0,,,14343,EXP,"Sherwin Williams Acrolon 218 HS Part A Semi Gloss 1 Gallon Kit
     3 Quart Part",SCC_27355,SCC_14343,DUMMY,349,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
379,1,"DUCT ELBOW 66""X115""X102"" OD ONLY",1.0,1840.0,,,14344,EXP,Sandblast and Topcoat,SCC_27356,SCC_14344,LIQUID,350,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
380,2,"STRAIGHT DUCT 55""X60""X236"" OD ONLY",1.0,3100.0,,,14344,EXP,Sandblast and Topcoat,SCC_27357,SCC_14344,LIQUID,351,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
381,3,EPA,1.0,247.0,,,14344,EXP,,SCC_27358,SCC_14344,LIQUID,352,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
382,4,HEAT-FLEX HI-TEMP 500 SW,5.0,0.0,,,14344,EXP,Sherwin Williams Heat-Flex Hi-Temp 500 Silicone,SCC_27359,SCC_14344,LIQUID,353,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
383,1,"TANK 5'4""X18' ID/OD",1.0,4960.0,,,14345,EXP,Sandblast and Coat ID/OD Only,SCC_27364,SCC_14345,LIQUID,354,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
384,2,BAR RUST 236 DEVOE,5.0,0.0,,,14345,EXP,"Bar Rust 236 International A high performance, multi-purpose, surface tolerant, ",SCC_27365,SCC_14345,LIQUID,355,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
385,3,DEVTHANE 378 DEVOE,5.0,0.0,,,14345,EXP,"A high performance, two component, chemically cured, aliphatic urethane semi-glo",SCC_27366,SCC_14345,LIQUID,356,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
386,4,EPA,1.0,248.0,,,14345,EXP,,SCC_27367,SCC_14345,LIQUID,357,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-03,DESERT
387,1,"MK23 PIPE SPOOL ID/OD (EPOXY/POLYURETHANE) 30""X10'",1.0,2167.0,,,14346,EXP,"Sandblast ID/OD Only, Macropoxy 646 ID Only, Macropoxy 646 OD Only (Not coating ",SCC_27368,SCC_14346,LIQUID,358,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
388,1,"PIPE SPOOL COLUMN 48""X22' OD ONLY",1.0,1675.0,,,14347,EXP,"Sandblast and Tnemec Series N69 
OD Only (6-8 Mils DFT)",SCC_27378,SCC_14347,LIQUID,359,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
389,2,"PIPE SPOOL COLUMN 48""X27' OD ONLY",1.0,2055.0,,,14347,EXP,"Sandblast and Tnemec Series N69 
OD Only (6-8 Mils DFT)",SCC_27379,SCC_14347,LIQUID,360,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
390,3,"PIPE SPOOL COLUMN 48""X21.5' OD ONLY",1.0,1635.0,,,14347,EXP,"Sandblast and Tnemec Series N69 
OD Only (6-8 Mils DFT)",SCC_27380,SCC_14347,LIQUID,361,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
391,4,"PIPE SPOOL COLUMN 48""X31' OD ONLY",1.0,2360.0,,,14347,EXP,"Sandblast and Tnemec Series N69 
OD Only (6-8 Mils DFT)",SCC_27381,SCC_14347,LIQUID,362,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
392,5,"PIPE SPOOL COLUMN 30""X36"" OD ONLY",7.0,200.0,,,14347,EXP,"Sandblast and Tnemec Series N69 
OD Only (6-8 Mils DFT)",SCC_27382,SCC_14347,LIQUID,363,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
393,6,EPA,1.0,456.25,,,14347,EXP,,SCC_27383,SCC_14347,LIQUID,364,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
394,7,SERIES N69 TNEMEC,15.0,0.0,,,14347,EXP,Tnemec Series N69 Polyamidoamine Epoxy 2 Gallon Kit,SCC_27384,SCC_14347,LIQUID,365,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-05,DESERT
395,1,HORIZONTAL PRESSURE FILTER TANK 10'X32' OD/ID ONLY,4.0,26115.0,,,14348,EXP,"Sandblast ID, ID Coating N140 Only (2-Coats 7-9 Mils Per Coat) Sandblast OD, OD ",SCC_27385,SCC_14348,LIQUID,366,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-07,DESERT
396,2,EPA,1.0,5223.0,,,14348,EXP,,SCC_27386,SCC_14348,LIQUID,367,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-07,DESERT
397,3,SERIES N140 TNEMEC TANK WHITE,80.0,0.0,,,14348,EXP,"Tnemec Series N140 Polyamide Epoxy 15BL Tank White
Part A and Part B, 2 or 10 Ga",SCC_27387,SCC_14348,LIQUID,368,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-07,DESERT
398,4,SERIES 90-97 TNEMEC,50.0,0.0,,,14348,EXP,"Tnemec Series 90-97 Reddish-gray Two-component, Moisture-cured, Zinc-Rich Primer",SCC_27388,SCC_14348,LIQUID,369,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-07,DESERT
399,1,"PIPE ELBOW INLET 42""X80"" ID/OD ONLY",1.0,1800.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28330,SCC_14349,LIQUID,567,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
400,2,"PIPE SPOOL 1 20""X33"" ID/OD ONLY",1.0,350.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28331,SCC_14349,LIQUID,568,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
401,3,"PIPE SPOOL 2 TEE 12""X31"" ID/OD ONLY",1.0,300.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28332,SCC_14349,LIQUID,569,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
402,4,"PIPE SPOOL 3 ELBOW 12""X30"" ID/OD ONLY",1.0,250.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28333,SCC_14349,LIQUID,570,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
403,5,"PIPE SPOOL 4 12""X12"" ID/OD ONLY",1.0,150.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28334,SCC_14349,LIQUID,571,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
404,6,"PIPE SPOOL 5 ELBOW 12""X40"" ID/OD ONLY",1.0,300.0,,,14349,EXP,"Sandblast ID Only, ID Coating Series 22 Only (1 Coat @ 16-20 Mils DFT) Sandblast",SCC_28335,SCC_14349,LIQUID,572,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
405,7,EPA,1.0,135.0,,,14349,EXP,,SCC_28336,SCC_14349,LIQUID,573,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
406,8,SERIES 1075 TNEMEC,1.0,0.0,,,14349,EXP,"Tnemec Series 1075 Aliphatic Acrylic Polyurethane
Color:   _________________   G",SCC_28337,SCC_14349,LIQUID,574,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
407,9,SERIES 22 EPOXOLINE TNEMEC,5.0,0.0,,,14349,EXP,,SCC_28338,SCC_14349,LIQUID,575,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2020-01-08,DESERT
408,10,SERIES N140 TNEMEC TANK WHITE,5.0,0.0,,,14349,EXP,"Tnemec Series N140 Polyamide Epoxy 15BL Tank White
Part A and Part B, 2 or 10 Ga",SCC_28339,SCC_14349,LIQUID,576,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-08,DESERT
409,1,I-BEAM W8X10,751.0,31.6,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27423,SCC_14351,LIQUID,370,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
410,2,I-BEAM W8X18,322.0,36.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27424,SCC_14351,LIQUID,371,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
411,3,I-BEAM W12X26,511.0,50.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27425,SCC_14351,LIQUID,372,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
412,4,I-BEAM W12X22,362.0,40.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27426,SCC_14351,LIQUID,373,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
413,5,I-BEAM W12X45,401.0,56.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27427,SCC_14351,LIQUID,374,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
414,6,I-BEAM W24X76,105.0,84.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27428,SCC_14351,LIQUID,375,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
415,7,I-BEAM W12X35,228.0,51.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27429,SCC_14351,LIQUID,376,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
416,8,I-BEAM W18X60,40.0,64.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27430,SCC_14351,LIQUID,377,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
417,9,I-BEAM W18X40,35.0,60.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27431,SCC_14351,LIQUID,378,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
418,10,HANDRAILS,1400.0,14.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27432,SCC_14351,LIQUID,379,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
419,11,"STANDS 4""X4""X3/8""",28.0,20.0,,,14351,EXP,"Sandblast, Primer and Topcoat",SCC_27433,SCC_14351,LIQUID,380,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-18,DESERT
420,1,HORIZONTAL FIVE CELL TANK 10'X40',1.0,32460.0,,,14352,EXP,"Sandblast ID, ID Coating N140 Only (2-Coats 7-9 Mils Per Coat) Sandblast OD, OD ",SCC_27434,SCC_14352,LIQUID,381,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-27,DESERT
421,1,"PIPE SPOOL 8"" IN/OUT",20.0,65.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27445,SCC_14353,LIQUID,382,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
422,2,"PIPE SPOOL 12"" IN/OUT",80.0,95.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27446,SCC_14353,LIQUID,383,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
423,3,"PIPE 90* ELBOW 12"" IN/OUT",4.0,250.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27447,SCC_14353,LIQUID,384,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
424,4,"PIPE 45* ELBOW 12"" IN/OUT",2.0,250.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27448,SCC_14353,LIQUID,385,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
425,5,"PIPE 45* ELBOW 8"" IN/OUT",1.0,250.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27449,SCC_14353,LIQUID,386,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
426,6,"PIPE TEE 12"" IN/OUT",4.0,300.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27450,SCC_14353,LIQUID,387,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
427,7,"PIPE REDUCER 12""X8"" IN/OUT",4.0,250.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27451,SCC_14353,LIQUID,388,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
428,8,"PIPE FLANGE 12"" IN/OUT",23.0,100.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27452,SCC_14353,LIQUID,389,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
429,9,"PIPE FLANGE 8"" IN/OUT",6.0,100.0,,,14353,EXP,"Sandblast ID Only, Lining Tnemec Series 431 (40 Mils Min), Sandblast OD Only, Se",SCC_27453,SCC_14353,LIQUID,390,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
430,10,EPA,1.0,787.5,,,14353,EXP,,SCC_27454,SCC_14353,LIQUID,391,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
431,11,SERIES 431 PERMA-SHIELD TNEMEC,40.0,54.0,,,14353,EXP,Tnemec Series 431 Perma Shield Modified Polyamine Ceramic Epoxy,SCC_27455,SCC_14353,LIQUID,392,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
432,12,SERIES N69 TNEMEC,10.0,0.0,,,14353,EXP,Tnemec Series N69 Polyamidoamine Epoxy 2 Gallon Kit,SCC_27456,SCC_14353,LIQUID,393,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-03-28,DESERT
433,1,"4"" PIPE OUTSIDE ONLY",480.0,12.56,,,14354,EXP,"Sandblast, Fusion Bonded Epoxy and Polyurethane Topcoat (Outside Only)",SCC_27459,SCC_14354,LIQUID,394,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
434,2,EPA,1.0,301.4,,,14354,EXP,,SCC_27460,SCC_14354,LIQUID,395,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
435,1,"STEEL SPOOL MK#20 30""X13'",1.0,1410.0,,,14356,EXP,,SCC_27954,SCC_14356,LIQUID,403,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
436,2,"STEEL SPOOL MK#2,A 30""X3'",2.0,285.0,,,14356,EXP,,SCC_27955,SCC_14356,LIQUID,404,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
437,3,"STEEL SPOOL MK#2B 20""X2'6""",1.0,200.0,,,14356,EXP,,SCC_27956,SCC_14356,LIQUID,405,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
438,4,"STEEL SPOOL MK#2C,D 30""X5'",2.0,650.0,,,14356,EXP,,SCC_27957,SCC_14356,LIQUID,406,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
439,5,"STEEL SPOOL MK#3,A 30""X2",2.0,200.0,,,14356,EXP,,SCC_27958,SCC_14356,LIQUID,407,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
440,6,"STEEL SPOOL MK#3B 30"" X4'6""",1.0,600.0,,,14356,EXP,,SCC_27959,SCC_14356,LIQUID,408,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
441,7,"STEEL SPOOL MK#4 30""X40' TEE",1.0,6620.0,,,14356,EXP,,SCC_27960,SCC_14356,LIQUID,409,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
442,8,"STEEL SPOOL MK#5,A,B,C,D,E,F,G 16""X2'",8.0,200.0,,,14356,EXP,,SCC_27961,SCC_14356,LIQUID,410,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
443,9,"STEEL SPOOL MK#7,A,B 12""X2'",3.0,200.0,,,14356,EXP,,SCC_27962,SCC_14356,LIQUID,411,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
444,10,"STEEL SPOOL MK#6,A,B,C,D,E,F,G 16""X8'6""",8.0,500.0,,,14356,EXP,,SCC_27963,SCC_14356,LIQUID,412,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
445,11,"STEEL SPOOL MK#8,A,B 12""X3'",3.0,200.0,,,14356,EXP,,SCC_27964,SCC_14356,LIQUID,413,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
446,12,"STEEL SPOOL MK#9,A,B 12""X3'",3.0,200.0,,,14356,EXP,,SCC_27965,SCC_14356,LIQUID,414,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
447,13,"STEEL SPOOL MK#10,A,B 12""X4'6""",3.0,240.0,,,14356,EXP,,SCC_27966,SCC_14356,LIQUID,415,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
448,14,"STEEL SPOOL MK#12 16""X6'6""",1.0,405.0,,,14356,EXP,,SCC_27967,SCC_14356,LIQUID,416,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
449,15,"STEEL SPOOL MK#13 16""X2'",1.0,200.0,,,14356,EXP,,SCC_27968,SCC_14356,LIQUID,417,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
450,16,"STEEL SPOOL MK#14 16""X6'",1.0,350.0,,,14356,EXP,,SCC_27969,SCC_14356,LIQUID,418,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2019-04-11,DESERT
