,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
201,Rimex,"4415 W. Magnolia St.
Phoenix AZ 85043",,,  ,,SCC_14533,2020-01-07,SCC_4961,3,,Brian Oesterreicher,,,602-272-9393,602-272-9388,Formula for Total??,SCC_14533, ,Rimex - 14533,Quote,2020-05-06,202,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-01-10,DESERT
202,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14534,2020-01-10,SCC_4890,3,,Jim Tackett,,NET 30,,,Formula for Total??,SCC_14534, ,Currier Construction - 14534,Quote,2020-05-09,203,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
203,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14535,2020-01-13,SCC_4912,3,,Caitlin Gauthier,S Railyards Sequence 2,NET 30,,,Formula for Total??,SCC_14535, ,Alstate Steel - 14535,Quote,2020-05-12,204,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-29,DESERT
204,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14536,2020-01-09,SCC_4890,548,,Jim Tackett,CGTF Ext Piping,NET 30,,,Formula for Total??,SCC_14536, ,Currier Construction - 14536,Quote,2020-03-09,205,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
205,Simflo Pump,"2605, I-27
Lubbock  TX 79404",,,  ,,SCC_14537,2020-01-10,SCC_4962,548,,Dick Kampfen,,,806-747-3411,,Formula for Total??,SCC_14537, ,Simflo Pump - 14537,Quote,2020-03-11,206,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-07-31,DESERT
206,Felix Construction,11140 N 136th Ave,,Surprise,AZ,85379,SCC_14538,2020-01-14,SCC_4947,548,,Carena Mitchell,Wet Well/Manholes,NET 30,4804640011,,Formula for Total??,SCC_14538, ,Felix Construction - 14538,Quote,2020-03-11,207,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
207,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_14539,2020-01-15,SCC_4932,548,,Bryan McGann,489TSRA,NET 30,602-452-4426,,Formula for Total??,SCC_14539, ,Schuff Steel Management Co. - 14539,Quote,2020-03-16,208,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-20,DESERT
208,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14540,2020-01-17,SCC_4900,548,,Joe Aggas,,NET 30,602-252-5754,,Formula for Total??,SCC_14540, ,CAPITOL ENGINEERING CO - 14540,Quote,2020-05-16,209,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-01-17,DESERT
209,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14541,2020-01-20,SCC_4890,3,,Jim Tackett,,NET 30,,,Formula for Total??,SCC_14541, ,Currier Construction - 14541,Quote,2020-05-19,210,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-18,DESERT
210,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14542,2020-01-27,SCC_4899,3,,Frank Natividad,Marriott Canyon Villas,NET 30,602.438.8577,,Formula for Total??,SCC_14542, ,Southwest Metalsmiths - 14542,Quote,2020-05-26,211,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
211,MetalFab AZ,3637 E. Anne St.,,,  ,,SCC_14544,2020-01-27,SCC_4964,9796,,Chad Walker,,,602-437-0276,,Formula for Total??,SCC_14544, ,MetalFab AZ - 14544,Quote,2020-05-26,212,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-01-27,DESERT
212,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14545,2020-01-30,SCC_4898,548,,Connie Huston,,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14545, ,MILLING MACHINE (MMI) - 14545,Quote,2020-05-29,213,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-01-30,DESERT
213,R.J. Ruff & CO.,3883 W. Lower Buckeye Rd.,,Phoenix,AZ,85009,SCC_14546,2020-01-31,SCC_4965,3,,Ron Ruff,,DUE ON RECEI,602.278.5581,,Formula for Total??,SCC_14546, ,R.J. Ruff & CO. - 14546,Quote,2020-05-30,214,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-12,DESERT
214,Felix Construction,11140 N 136th Ave,,Surprise,AZ,85379,SCC_14547,2020-02-04,SCC_4947,548,,Kory Burden,,NET 30,4804640011,,Formula for Total??,SCC_14547, ,Felix Construction - 14547,Quote,2020-06-03,215,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-04,DESERT
215,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14548,2020-02-05,SCC_4899,3,,Frank Natividad,Marriott Canyon Villas,NET 30,602.438.8577,,Formula for Total??,SCC_14548, ,Southwest Metalsmiths - 14548,Quote,2020-06-04,216,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-05,DESERT
216,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14549,2020-02-07,SCC_4890,548,,J,,NET 30,(602) 247-4370,,Formula for Total??,SCC_14549, ,Currier Construction - 14549,Quote,2020-06-06,217,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-07,DESERT
217,Gicon Pumps & Equipmt,7506 W Madison Street,,Tolleson,AZ,85353,SCC_14550,2020-02-07,SCC_4952,548,,Tim Black,,DUE ON RECEI,623-907-8754,,Formula for Total??,SCC_14550, ,Gicon Pumps & Equipmt - 14550,Quote,2020-06-06,218,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-03,DESERT
218,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14551,2020-02-07,SCC_4890,548,,J,,NET 30,(602) 247-4370,,Formula for Total??,SCC_14551, ,Currier Construction - 14551,Quote,2020-06-06,219,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-07,DESERT
219,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14552,2020-02-10,SCC_4899,3,,Frank Natividad,Marriott Canyon Villas,NET 30,602.438.8577,,Formula for Total??,SCC_14552, ,Southwest Metalsmiths - 14552,Quote,2020-06-09,220,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-10,DESERT
220,R.J. Ruff & CO.,3883 W. Lower Buckeye Rd.,,Phoenix,AZ,85009,SCC_14553,2020-01-24,SCC_4965,3100,,Ron Ruff,,DUE ON RECEI,602.278.5581,602-269-2632,Formula for Total??,SCC_14553, ,R.J. Ruff & CO. - 14553,Quote,2020-03-24,221,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-12,DESERT
221,Rogers Corporation,100 s Roosevelt Avenue,,Chandler,AZ,85226,SCC_14554,2020-02-07,SCC_4966,548,,Stan Wilson,Touch Up Paint,NET 30,480-961-8295,,Formula for Total??,SCC_14554, ,Rogers Corporation - 14554,Quote,2020-04-07,222,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
222,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14555,2020-02-07,SCC_4890,548,,Jim Tackett,CAP WTP Clarifier,NET 30,,,Formula for Total??,SCC_14555, ,Currier Construction - 14555,Quote,2020-04-06,223,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
223,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14556,2020-02-07,SCC_4890,548,,Jim Tackett,WTP Clarifier Pipe,NET 30,,,Formula for Total??,SCC_14556, ,Currier Construction - 14556,Quote,2020-04-07,224,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
224,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14558,2020-02-17,SCC_4969,3100,,Anthony Prestigiacomo,1808 Canopies,,602-455-4310,,Formula for Total??,SCC_14558, ,S Diamond Steel - 14558,Quote,2020-06-16,225,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-02-17,DESERT
225,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14559,2020-02-18,SCC_4949,3,,Tom Puckett,Stair #1 ASU Durham,NET 30,602.272.3600,602.272.6980,Formula for Total??,SCC_14559, ,Magnum Companies - 14559,Quote,2020-06-17,226,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-07,DESERT
226,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14561,2020-02-18,SCC_4949,9796,,Tony Higgs,Stair #3 ASU Durham,,602-272-3600,,Formula for Total??,SCC_14561, ,Magnum Companies - 14561,Quote,2020-06-17,227,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-10-20,DESERT
227,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14562,2020-02-18,SCC_4949,9796,,Tony Higgs,Stair #4 ASU Durham,,602-272-3600,,Formula for Total??,SCC_14562, ,Magnum Companies - 14562,Quote,2020-06-17,228,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-10-20,DESERT
228,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14565,2020-02-19,SCC_4949,9796,,Tom Puckett,Stair #5  ASU Durham,,602.272.3600,602.272.6980,Formula for Total??,SCC_14565, ,Magnum Companies - 14565,Quote,2020-06-18,229,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-04,DESERT
229,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14566,2020-02-19,SCC_4949,9796,,Tom Puckett,Stair #2  ASU Durham,,602.272.3600,602.272.6980,Formula for Total??,SCC_14566, ,Magnum Companies - 14566,Quote,2020-06-18,230,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-07-28,DESERT
230,Agate Steel,2607 N. Country Club Drive,,Scottsdale,AZ,85256,SCC_14567,2020-02-21,SCC_4922,548,,Dave Lowenstein,Tucson Electric,NET 30,480-850-9123,480-994-4296,Formula for Total??,SCC_14567, ,Agate Steel - 14567,Quote,2020-04-21,231,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
231,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14569,2020-02-17,SCC_4890,548,,Jim Tackett,Site 120 Reservoir,NET 30,,,Formula for Total??,SCC_14569, ,Currier Construction - 14569,Quote,2020-04-16,232,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
232,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_14570,2020-03-02,SCC_4907,9796,,Kami McDaniel,,NET 30,602-252-7787,,Formula for Total??,SCC_14570, ,Schuff Steel Company - 14570,Quote,2020-06-30,233,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-02,DESERT
233,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14571,2020-03-04,SCC_4890,548,,Drew Reading,Tank 144 Crack Repair,NET 30,,,Formula for Total??,SCC_14571, ,Currier Construction - 14571,Quote,2020-05-02,234,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-09,DESERT
234,Felix Construction,11140 N 136th Ave,,Surprise,AZ,85379,SCC_14572,2020-03-03,SCC_4947,548,,Carena Mitchell,Sonoran Ridge Rehab,NET 30,4804640011,,Formula for Total??,SCC_14572, ,Felix Construction - 14572,Quote,2020-05-01,235,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
235,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14573,2020-03-12,SCC_4890,548,,J,JO-TBD North Pump Back Surge T,NET 30,(602) 247-4370,,Formula for Total??,SCC_14573, ,Currier Construction - 14573,Quote,2020-05-12,236,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-05-05,DESERT
236,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14576,2020-03-17,SCC_4969,9796,,Ben Santana,Optima Kierland Center,,,,Formula for Total??,SCC_14576, ,S Diamond Steel - 14576,Quote,2020-07-15,237,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-17,DESERT
237,Brown and Caldwell,"2 N. Central Avenue
Suite 1600",,Phoenix,AZ,85004,SCC_14577,2020-03-25,SCC_4972,3,,Ric Traeger,Sonoran Mountian Ranch,,602.320.8814,,Formula for Total??,SCC_14577, ,Brown and Caldwell - 14577,Quote,2020-07-23,238,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-25,DESERT
238,Brown and Caldwell,"2 N. Central Avenue
Suite 1600",,Phoenix,AZ,85004,SCC_14578,2020-03-25,SCC_4972,3,,Ric Traeger,Sonoran Mountain Ranch,,602.320.8814,,Formula for Total??,SCC_14578, ,Brown and Caldwell - 14578,Quote,2020-07-23,239,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-25,DESERT
239,Brown and Caldwell,"2 N. Central Avenue
Suite 1600",,Phoenix,AZ,85004,SCC_14579,2020-03-26,SCC_4972,3,,Ric Traeger,Sonoran Mountian Ranch w/roof,,602.320.8814,,Formula for Total??,SCC_14579, ,Brown and Caldwell - 14579,Quote,2020-07-24,240,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
240,Brown and Caldwell,"2 N. Central Avenue
Suite 1600",,Phoenix,AZ,85004,SCC_14580,2020-03-26,SCC_4972,3,,Ric Traeger,Sonoran Mountain Ranch w/roof,,602.320.8814,,Formula for Total??,SCC_14580, ,Brown and Caldwell - 14580,Quote,2020-07-24,241,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-03-26,DESERT
241,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14581,2020-02-13,SCC_4890,548,,Drew Reading,SRP Bypass Piping,NET 30,,,Formula for Total??,SCC_14581, ,Currier Construction - 14581,Quote,2020-04-13,242,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
242,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14582,2020-03-16,SCC_4890,548,,Jim Tackett,Chaparral WTP Vlaves & Motor,NET 30,,,Formula for Total??,SCC_14582, ,Currier Construction - 14582,Quote,2020-05-15,243,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
243,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14584,2020-03-31,SCC_4912,3,,Casey Gauthier,Lot 1 Farmer Arts District,NET 30,(505)877-5454,(505)877-4711,Formula for Total??,SCC_14584, ,Alstate Steel - 14584,Quote,2020-07-29,244,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-06-23,DESERT
244,DESERT COATING SOLUTION LLC,,,,  ,,SCC_14585,2020-03-31,SCC_4916,3100,,,Park 'N Shade,DUE ON RECEI,,,Formula for Total??,SCC_14585, ,DESERT COATING SOLUTION LLC - 14585,Quote,2020-07-29,245,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
245,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14586,2020-04-01,SCC_4973,548,,Bradley Blackwell,Arconic UBE Racks,NET 30,602-792-2023,,Formula for Total??,SCC_14586, ,Keller Electrical Ind - 14586,Quote,2020-07-30,246,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
246,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14587,2020-04-01,SCC_4973,548,,,Arconic UBE Rack Each,,602-437-3015,602-437-8163,Formula for Total??,SCC_14587, ,Keller Electrical Ind - 14587,Quote,2020-07-30,247,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
247,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14588,2020-04-01,SCC_4900,548,,Joe Aggas,134 Plates,NET 30,602-252-5754,,Formula for Total??,SCC_14588, ,CAPITOL ENGINEERING CO - 14588,Quote,2020-05-01,248,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-01,DESERT
248,Felix Construction,11140 N 136th Ave,,Surprise,AZ,85379,SCC_14589,2020-03-12,SCC_4947,548,,Jason Evahnenko,Main Yard ION Exchange System,NET 30,4804640011,,Formula for Total??,SCC_14589, ,Felix Construction - 14589,Quote,2020-05-12,249,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-09-11,DESERT
249,Felix Construction,11140 N 136th Ave,,Surprise,AZ,85379,SCC_14590,2020-03-12,SCC_4947,548,,Jason Evahnenko,Pecan WTP Pipe Coating,NET 30,4804640011,,Formula for Total??,SCC_14590, ,Felix Construction - 14590,Quote,2020-05-12,250,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-02,DESERT
250,"COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont,,Mesa,AZ,85205,SCC_14591,2020-04-02,SCC_4901,548,,Thomas,Fence Sections,NET 30,420.751.6388  EX 103,,Formula for Total??,SCC_14591, ,"COPPER CONSTRUCTION SERVICE,IN - 14591",Quote,2020-06-02,251,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
251,Caid Industries Inc,2275 E Ganley Road,,Tucson,AZ,85706,SCC_14592,2020-03-20,SCC_4974,548,,Tommy Pena,Vessel Coating,NET 30,520-294-3126,,Formula for Total??,SCC_14592, ,Caid Industries Inc - 14592,Quote,2020-05-20,252,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
252,Caid Industries Inc,2275 E Ganley Road,,Tucson,AZ,85706,SCC_14593,2020-04-06,SCC_4974,548,,Tommy Pena,Option #2 Vessel Coating,NET 30,520-294-3126,,Formula for Total??,SCC_14593, ,Caid Industries Inc - 14593,Quote,2020-08-04,253,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
253,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14600,2020-04-06,SCC_4949,9796,,Tony Higgs,Durham W. Canopy Blast and Pri,NET 30,602-272-3600,,Formula for Total??,SCC_14600, ,Magnum Engineering Inc. - 14600,Quote,2020-08-04,254,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-07,DESERT
254,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14603,2020-04-07,SCC_4949,9796,,Tony Higgs,Durham W. Canopy Field Coat,NET 30,602-272-3600,,Formula for Total??,SCC_14603, ,Magnum Engineering Inc. - 14603,Quote,2020-08-05,255,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-07,DESERT
255,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14604,2020-04-09,SCC_4969,9796,,Ben Santana,,,,,Formula for Total??,SCC_14604, ,S Diamond Steel - 14604,Quote,2020-08-07,256,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-09,DESERT
256,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14605,2020-04-09,SCC_4969,3,,Antonia,,,602-455-4310,,Formula for Total??,SCC_14605, ,S Diamond Steel - 14605,Quote,2020-08-07,257,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-09,DESERT
257,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14606,2020-04-09,SCC_4969,9796,,Ben Santana,Optima Kierland Stairs,,,,Formula for Total??,SCC_14606, ,S Diamond Steel - 14606,Quote,2020-08-07,258,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-13,DESERT
258,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14607,2020-04-10,SCC_4912,3,,Caitlin Gauthier,DCS Quote 16568,NET 30,,,Formula for Total??,SCC_14607, ,Alstate Steel - 14607,Quote,2020-08-08,259,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-29,DESERT
259,R.J. Ruff & CO.,3883 W. Lower Buckeye Rd.,,Phoenix,AZ,85009,SCC_14608,2020-09-04,SCC_4965,9796,,Ron Ruff,,DUE ON RECEI,602.278.5581,602-269-2632,Formula for Total??,SCC_14608, ,R.J. Ruff & CO. - 14608,Quote,2021-01-02,260,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-09-11,DESERT
260,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14609,2020-04-15,SCC_4912,9796,,Casey Gauthier,,NET 30,(505)877-5454,(505)877-4711,Formula for Total??,SCC_14609, ,Alstate Steel - 14609,Quote,2020-08-13,261,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-29,DESERT
261,Nitti Builders,4248 N Craftsman Ct Suite 100,,Scottsdale,AZ,85251,SCC_14611,2020-04-21,SCC_4976,3,,James Nitti,,,480-459-2010,,Formula for Total??,SCC_14611, ,Nitti Builders - 14611,Quote,2020-08-19,262,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-21,DESERT
262,Nitti Builders,4248 N Craftsman Ct Suite 100,,Scottsdale,AZ,85251,SCC_14612,2020-04-21,SCC_4976,3,,James Nitti,,,480-459-2010,,Formula for Total??,SCC_14612, ,Nitti Builders - 14612,Quote,2020-08-19,263,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-21,DESERT
263,Nitti Builders,4248 N Craftsman Ct Suite 100,,Scottsdale,AZ,85251,SCC_14613,2020-04-22,SCC_4976,9796,,James Nitti,,,480-459-2010,,Formula for Total??,SCC_14613, ,Nitti Builders - 14613,Quote,2020-08-20,264,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-22,DESERT
264,Nitti Builders,4248 N Craftsman Ct Suite 100,,Scottsdale,AZ,85251,SCC_14614,2020-04-22,SCC_4976,9796,,James Nitti,,,480-459-2010,,Formula for Total??,SCC_14614, ,Nitti Builders - 14614,Quote,2020-08-20,265,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-22,DESERT
265,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14615,2020-04-28,SCC_4899,3,,Jim Toney,Spokane Valley Transit,NET 30,,,Formula for Total??,SCC_14615, ,Southwest Metalsmiths - 14615,Quote,2020-08-26,266,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-28,DESERT
266,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14616,2020-04-28,SCC_4899,3,,Tyson Wines,,NET 30,,,Formula for Total??,SCC_14616, ,Southwest Metalsmiths - 14616,Quote,2020-08-26,267,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-28,DESERT
267,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14617,2020-04-28,SCC_4899,3,,Jim Toney,Dell Hospital Austin,NET 30,,,Formula for Total??,SCC_14617, ,Southwest Metalsmiths - 14617,Quote,2020-08-26,268,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-04-28,DESERT
268,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14618,2020-04-21,SCC_4900,548,,Mike McLaws,Water Trough Coating,NET 30,602-252-5754,,Formula for Total??,SCC_14618, ,CAPITOL ENGINEERING CO - 14618,Quote,2020-06-21,269,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
269,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14619,2020-04-14,SCC_4973,548,,Bradley Blackwell,Canopy Steel,,602-792-2023,,Formula for Total??,SCC_14619, ,Keller Electrical Ind - 14619,Quote,2020-06-14,270,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-06-18,DESERT
270,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14620,2020-05-06,SCC_4899,3100,,Jim Toney,Spokane Valley Transit,NET 30,,,Formula for Total??,SCC_14620, ,Southwest Metalsmiths - 14620,Quote,2020-09-03,271,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-06,DESERT
271,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14621,2020-05-08,SCC_4899,3,,Jim Toney,Regional Trans Washoe County,NET 30,,,Formula for Total??,SCC_14621, ,Southwest Metalsmiths - 14621,Quote,2020-09-05,272,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-08,DESERT
272,P3 Construction,4141 S 36th St Ste 170,,,  ,,SCC_14622,2020-05-11,SCC_4979,9796,,Zachary Sycks,,,480-659-6304,,Formula for Total??,SCC_14622, ,P3 Construction - 14622,Quote,2020-09-08,273,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-11,DESERT
273,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14623,2020-05-11,SCC_4899,9796,,Tyson Wines,,NET 30,,,Formula for Total??,SCC_14623, ,Southwest Metalsmiths - 14623,Quote,2020-09-08,274,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
274,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14624,2020-05-12,SCC_4899,9796,,Tyson Wines,,NET 30,,,Formula for Total??,SCC_14624, ,Southwest Metalsmiths - 14624,Quote,2020-09-09,275,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-12,DESERT
275,National Pump Company,7706 N 71st Ave,,Glendale,AZ,85303,SCC_14628,2020-05-12,SCC_4917,9796,,Kenric Freiwald,Scottsdale 57,NET 30,623-979-3560,,Formula for Total??,SCC_14628, ,National Pump Company - 14628,Quote,2020-09-09,276,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-13,DESERT
276,National Pump Company,7706 N 71st Ave,,Glendale,AZ,85303,SCC_14629,2020-05-13,SCC_4917,9796,,Kenric Freiwald,Scottsdale 57,NET 30,623-979-3560,,Formula for Total??,SCC_14629, ,National Pump Company - 14629,Quote,2020-09-10,277,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-06-25,DESERT
277,Pioneer Equipment Inc,3738 E Miami Ave,,Phoenix,AZ,85040,SCC_14630,2020-05-13,SCC_4895,9796,,Eric,Quote #2200688,NET 30,602-437-4312,602437-0174,Formula for Total??,SCC_14630, ,Pioneer Equipment Inc - 14630,Quote,2020-09-10,278,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-13,DESERT
278,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14631,2020-05-14,SCC_4890,548,,Tony Privitera,Princess Bypass Station,NET 30,(602) 247-4370,,Formula for Total??,SCC_14631, ,Currier Construction - 14631,Quote,2020-07-11,279,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-11,DESERT
279,Laron Inc - PHX,42554 Sante Fe Drive,,Kingman,AZ,86401,SCC_14632,2020-05-18,SCC_4955,9796,,Sean,,NET 30,602-281-1608,602-232-2112,Formula for Total??,SCC_14632, ,Laron Inc - PHX - 14632,Quote,2020-09-15,280,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-18,DESERT
280,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_14633,2020-05-20,SCC_4899,3100,,Jim Toney,,NET 30,,,Formula for Total??,SCC_14633, ,Southwest Metalsmiths - 14633,Quote,2020-09-17,281,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2020-05-20,DESERT
