,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
1359,Robert Hodges                 ,"                              
                              ",                              ,                    ,  ,          ,DCS_11454,2016-02-26,DCS_3714,3,N/A                           ,Robert Hodges,                              ,,480-307-2585        ,                    ,Formula for Total??,DCS_11454, ,Robert Hodges                  - 11454,Quote,2016-06-25,1361,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
1360,"K.T. Fabrication, Inc         ","501 E. Comstock Drive         
                              ",                              ,Chandler            ,AZ,85225     ,DCS_11455,2016-02-26,DCS_2450,3,                              ,Michael Wolfe,                              ,NET 30,480.497.3140        ,480.497.3158        ,Formula for Total??,DCS_11455, ,"K.T. Fabrication, Inc          - 11455",Quote,2016-06-25,1362,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1361,"K.T. Fabrication, Inc         ","501 E. Comstock Drive         
                              ",                              ,Chandler            ,AZ,85225     ,DCS_11456,2016-02-26,DCS_2450,3,                              ,Mike Mathis,                              ,NET 30,(480) 497-3140      ,(480) 497-3158      ,Formula for Total??,DCS_11456, ,"K.T. Fabrication, Inc          - 11456",Quote,2016-06-25,1363,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1362,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11457,2016-02-26,DCS_1339,3,N/A                           ,Donna Avilez,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11457, ,"Fabrication Distributor, Inc.  - 11457",Quote,2016-06-25,1364,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-02-29,DESERT
1363,Magnum Engineering Inc.       ,"2439 South 49th Ave           
                              ",                              ,Phoenix             ,AZ,85043     ,DCS_11458PH2,2016-02-26,DCS_2652,3,Magnum Truck                  ,Dave Devoe,Uptown Plaza #15-0124 Phase 1 ,NET 30,(602) 272-3600      ,(602) 272-6980      ,Formula for Total??,DCS_11458PH2, ,Magnum Engineering Inc.        - 11458PH2,Quote,2016-06-25,1365,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-02-26,DESERT
1364,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11459,2016-02-26,DCS_1339,1513,N/A                           ,Ruth Kolling,N. HAWKER                     ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11459, ,"Fabrication Distributor, Inc.  - 11459",Quote,2016-06-25,1366,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1365,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11460,2016-02-26,DCS_4110,3,N/A                           ,Ericka Scott,                              ,NET 30,602.438.8577        ,602.438.8579        ,Formula for Total??,DCS_11460, ,Southwest Metalsmiths          - 11460,Quote,2016-06-25,1367,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-01-29,DESERT
1366,BobBrueckmann,"                              
                              ",                              ,                    ,  ,          ,DCS_11462,2016-02-29,DCS_529,1513,                              ,Bob,                              ,DUE ON RECEI,480-634-5173        ,                    ,Formula for Total??,DCS_11462, ,BobBrueckmann - 11462,Quote,2016-06-28,1368,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-02,DESERT
1367,Willing Service Corp.         ,"1820 S. 19th Ave              
                              ",                              ,Phoenix             ,AZ,85009     ,DCS_11463,2016-02-29,DCS_4695,3,N/A                           ,Jim Hussey,TVA                           ,,602-246-6940        ,                    ,Formula for Total??,DCS_11463, ,Willing Service Corp.          - 11463,Quote,2016-06-28,1369,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-02-29,DESERT
1368,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11464,2016-02-29,DCS_1339,1513,N/A                           ,Ruth Kolling,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11464, ,"Fabrication Distributor, Inc.  - 11464",Quote,2016-06-28,1370,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1369,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11465,2016-02-29,DCS_1339,1513,N/A                           ,Donna Avilez,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11465, ,"Fabrication Distributor, Inc.  - 11465",Quote,2016-06-28,1371,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-03,DESERT
1370,Par                           ,"                              
                              ",                              ,                    ,  ,          ,DCS_11466,2016-02-29,DCS_3251,956,                              ,Jennifer Henrickson,                              ,DUE ON RECEI,6022582299          ,                    ,Formula for Total??,DCS_11466, ,Par                            - 11466,Quote,2016-06-28,1372,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
1371,Xicano Chop Shop LLC          ,"                              
                              ",                              ,                    ,  ,          ,DCS_11467,2016-03-02,DCS_4727,1513,N/A                           ,Brian C,                              ,DUE ON RECEI,602-284-9378        ,                    ,Formula for Total??,DCS_11467, ,Xicano Chop Shop LLC           - 11467,Quote,2016-06-30,1373,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-02,DESERT
1372,OLT Fabrication Inc.          ,"Olt Inc.                      
                              ",                              ,                    ,  ,          ,DCS_11468,2016-03-01,DCS_3194,956,N/A                           ,,                              ,NET 30,(602) 276-4841      ,602-276-4843        ,Formula for Total??,DCS_11468, ,OLT Fabrication Inc.           - 11468,Quote,2016-06-29,1374,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
1373,Magnum Engineering Inc.       ,"2439 South 49th Ave           
                              ",                              ,Phoenix             ,AZ,85043     ,DCS_11469,2016-03-01,DCS_2652,956,Magnum Truck                  ,Terry Lamb,ASU Locker Facade             ,NET 30,(602) 272-3600      ,(602) 272-6980      ,Formula for Total??,DCS_11469, ,Magnum Engineering Inc.        - 11469,Quote,2016-06-29,1375,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-07-29,DESERT
1374,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11470,2016-03-01,DCS_1339,1513,N/A                           ,Donna Avilez,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11470, ,"Fabrication Distributor, Inc.  - 11470",Quote,2016-06-29,1376,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-18,DESERT
1375,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11471,2016-03-01,DCS_4110,956,N/A                           ,Tyson Wines,TSR Pool Area Phase III       ,NET 30,(602)759-8241       ,602.438.8579        ,Formula for Total??,DCS_11471, ,Southwest Metalsmiths          - 11471,Quote,2016-06-29,1377,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1376,Innovative Building Solutions ,"                              
                              ",                              ,                    ,  ,          ,DCS_11472,2016-03-01,DCS_1758,956,N/A                           ,Duro Watt,                              ,DUE ON RECEI,602-327-0544        ,                    ,Formula for Total??,DCS_11472, ,Innovative Building Solutions  - 11472,Quote,2016-06-29,1378,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1377,Tolleson Steel                ,"P.O. Box 1338                 
                              ",                              ,Tolleson            ,AZ,85353     ,DCS_11473,2016-03-01,DCS_4399,956,N/A                           ,Gretchen,                              ,DUE ON RECEI,623-936-3325        ,623-936-9456        ,Formula for Total??,DCS_11473, ,Tolleson Steel                 - 11473,Quote,2016-06-29,1379,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-05-19,DESERT
1378,Sargon Steel                  ,"301E. Bethany Home Rd.        
Suite #C184                   ",Suite #C184                   ,Phoenix             ,AZ,85012     ,DCS_11474,2016-03-01,DCS_3911,1513,N/A                           ,Dylan Smith,encore deco fence             ,NET 30,602-253-6715        ,602-325-4731        ,Formula for Total??,DCS_11474, ,Sargon Steel                   - 11474,Quote,2016-06-29,1380,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-01,DESERT
1379,Sargon Steel                  ,"301E. Bethany Home Rd.        
Suite #C184                   ",Suite #C184                   ,Phoenix             ,AZ,85012     ,DCS_11475,2016-03-01,DCS_3911,1513,N/A                           ,Dylan Smith,encore deco fence             ,NET 30,602-253-6715        ,602-325-4731        ,Formula for Total??,DCS_11475, ,Sargon Steel                   - 11475,Quote,2016-06-29,1381,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-02,DESERT
1380,OLT Fabrication Inc.          ,"Olt Inc.                      
                              ",                              ,                    ,  ,          ,DCS_11476,2016-03-01,DCS_3194,956,N/A                           ,Lisa,                              ,NET 30,(602) 276-4841      ,602-276-4843        ,Formula for Total??,DCS_11476, ,OLT Fabrication Inc.           - 11476,Quote,2016-06-29,1382,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
1381,Quality Iron Design           ,"Tim Freiland                  
3035 S. 35th Ave              ",3035 S. 35th Ave              ,Phoenix             ,AZ,85009     ,DCS_11477,2016-03-01,DCS_3484,3,N/A                           ,Tim,                              ,NET 30,(602) 269-7691      ,                    ,Formula for Total??,DCS_11477, ,Quality Iron Design            - 11477,Quote,2016-06-29,1383,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1382,Quality Iron Design           ,"Tim Freiland                  
3035 S. 35th Ave              ",3035 S. 35th Ave              ,Phoenix             ,AZ,85009     ,DCS_11478,2016-03-01,DCS_3484,3,N/A                           ,Tim,                              ,NET 30,(602) 269-7691      ,                    ,Formula for Total??,DCS_11478, ,Quality Iron Design            - 11478,Quote,2016-06-29,1384,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-09,DESERT
1383,Smith Craft Signs             ,"                              
                              ",                              ,                    ,  ,          ,DCS_11479,2016-03-02,DCS_4071,956,N/A                           ,Mike Kepp,PV Street Sign                ,NET 30,602-268-1349        ,602-268-1369        ,Formula for Total??,DCS_11479, ,Smith Craft Signs              - 11479,Quote,2016-06-30,1385,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1384,Quality Iron Design           ,"Tim Freiland                  
3035 S. 35th Ave              ",3035 S. 35th Ave              ,Phoenix             ,AZ,85009     ,DCS_11480,2016-03-02,DCS_3484,3,N/A                           ,Tim,                              ,NET 30,(602) 269-7691      ,                    ,Formula for Total??,DCS_11480, ,Quality Iron Design            - 11480,Quote,2016-06-30,1386,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-09,DESERT
1385,Banner Machine                ,"3415 S. 36th Street           
                              ",                              ,Phoenix             ,AZ,85040     ,DCS_11481,2016-03-02,DCS_423,956,                              ,Pat DeYoung,                              ,DUE ON RECEI,602-437-4984        ,                    ,Formula for Total??,DCS_11481, ,Banner Machine                 - 11481,Quote,2016-06-30,1387,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-24,DESERT
1386,J&K Steel                     ,"                              
                              ",                              ,                    ,  ,          ,DCS_11482,2016-03-02,DCS_1816,1513,                              ,Josh Sanders,                              ,DUE ON RECEI,6237640434          ,6239799722          ,Formula for Total??,DCS_11482, ,J&K Steel                      - 11482,Quote,2016-06-30,1388,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
1387,J&K Steel                     ,"                              
                              ",                              ,                    ,  ,          ,DCS_11483,2016-03-02,DCS_1816,1513,                              ,Josh Sanders,                              ,DUE ON RECEI,6237640434          ,6239799722          ,Formula for Total??,DCS_11483, ,J&K Steel                      - 11483,Quote,2016-06-30,1389,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
1388,Yellow Jacket Drilling Service,"                              
                              ",                              ,                    ,  ,          ,DCS_11484,2016-03-03,DCS_4734,956,N/A                           ,Joe,                              ,DUE ON RECEI,(602) 453-3252      ,                    ,Formula for Total??,DCS_11484, ,Yellow Jacket Drilling Service - 11484,Quote,2016-07-01,1390,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-15,DESERT
1389,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11485,2016-03-03,DCS_1339,1513,N/A                           ,Ruth Kolling,Ron B.                        ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11485, ,"Fabrication Distributor, Inc.  - 11485",Quote,2016-07-01,1391,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1390,Super Radiator Coils          ,"2610 S. 21st Street           
                              ",                              ,Phoenix             ,AZ,85034     ,DCS_11486,2016-03-03,DCS_4259,956,N/A                           ,Wes Crytzer,                              ,NET 30,602-257-9708        ,602-257-0472        ,Formula for Total??,DCS_11486, ,Super Radiator Coils           - 11486,Quote,2016-07-01,1392,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
1391,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11487,2016-03-03,DCS_4110,956,N/A                           ,Randy Hancock,Roof Deck Wire Mesh           ,NET 30,(602) 759-8245      ,(602) 438-8579      ,Formula for Total??,DCS_11487, ,Southwest Metalsmiths          - 11487,Quote,2016-07-01,1393,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1392,E2 Innovations                ,"4001 N. 28th Ave.             
                              ",                              ,Phoenix             ,AZ,85017     ,DCS_11488,2016-03-04,DCS_1190,956,N/A                           ,Alex,                              ,NET 30,602-212-9515        ,                    ,Formula for Total??,DCS_11488, ,E2 Innovations                 - 11488,Quote,2016-07-02,1394,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-08,DESERT
1393,Kids Attractions              ,"                              
                              ",                              ,                    ,  ,          ,DCS_11489,2016-03-04,DCS_2415,3,N/A                           ,Chad Nash,                              ,DUE ON RECEI,480-949-6505 X111   ,                    ,Formula for Total??,DCS_11489, ,Kids Attractions               - 11489,Quote,2016-07-02,1395,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
1394,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11490,2016-03-04,DCS_1339,1513,N/A                           ,Ruth Kolling,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11490, ,"Fabrication Distributor, Inc.  - 11490",Quote,2016-07-02,1396,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1395,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11491,2016-03-04,DCS_4110,3,N/A                           ,Ericka Scott,10-0557                       ,NET 30,602.438.8577        ,602.438.8579        ,Formula for Total??,DCS_11491, ,Southwest Metalsmiths          - 11491,Quote,2016-07-02,1397,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-01-29,DESERT
1396,K- Zell Metals                ,"1725 E. Broadway Rd.          
                              ",                              ,Phoenix             ,AZ,85040     ,DCS_11492,2016-03-07,DCS_2313,1513,N/A                           ,Josh Lundgren,                              ,NET 30,602-232-5882        ,602-243-9705        ,Formula for Total??,DCS_11492, ,K- Zell Metals                 - 11492,Quote,2016-07-05,1398,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-01-19,DESERT
1397,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11493,2016-03-07,DCS_1339,1513,N/A                           ,Ruth Kolling,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11493, ,"Fabrication Distributor, Inc.  - 11493",Quote,2016-07-05,1399,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1398,Southwest ATM Systems         ,"8613 E Indianola Ave          
                              ",                              ,Scottsdale          ,AZ,85251     ,DCS_11495,2016-03-08,DCS_4102,1513,                              ,Klark Mcintyre,                              ,DUE ON RECEI,480.946.9720        ,480.946.9912        ,Formula for Total??,DCS_11495, ,Southwest ATM Systems          - 11495,Quote,2016-07-06,1400,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-06-09,DESERT
1399,Southwest ATM Systems         ,"8613 E Indianola Ave          
                              ",                              ,Scottsdale          ,AZ,85251     ,DCS_11496,2016-03-08,DCS_4102,1513,                              ,Klark Mcintyre,                              ,DUE ON RECEI,480.946.9720        ,480.946.9912        ,Formula for Total??,DCS_11496, ,Southwest ATM Systems          - 11496,Quote,2016-07-06,1401,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-06-09,DESERT
1400,Ryman Enterprises             ,"                              
                              ",                              ,                    ,  ,          ,DCS_11497,2016-03-08,DCS_3857,956,N/A                           ,Kenneth Umlang,                              ,DUE ON RECEI,213-503-2543        ,                    ,Formula for Total??,DCS_11497, ,Ryman Enterprises              - 11497,Quote,2016-07-06,1402,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-09,DESERT
1401,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11498,2016-03-08,DCS_1339,1513,N/A                           ,Ruth Kolling,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11498, ,"Fabrication Distributor, Inc.  - 11498",Quote,2016-07-06,1403,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1402,"Ducts, Inc.                   ","5162 W. Van Buren             
                              ",                              ,Phoenix             ,AZ,85043     ,DCS_11499,2016-03-08,DCS_1174,1513,N/A                           ,Tom Fault,                              ,NET 30,(602) 233-2980      ,(602) 233-2983      ,Formula for Total??,DCS_11499, ,"Ducts, Inc.                    - 11499",Quote,2016-07-06,1404,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-18,DESERT
1403,Fairlane Fence                ,"                              
                              ",                              ,                    ,  ,          ,DCS_11500,2016-03-08,DCS_1342,1513,                              ,JR Gonzales,                              ,DUE ON RECEI,602-885-3777        ,602-254-5501        ,Formula for Total??,DCS_11500, ,Fairlane Fence                 - 11500,Quote,2016-07-06,1405,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-08,DESERT
1404,CAMILLE SWANSON               ,"                              
                              ",                              ,                    ,  ,          ,DCS_11501,2016-03-08,DCS_658,1513,                              ,,                              ,DUE ON RECEI,                    ,                    ,Formula for Total??,DCS_11501, ,CAMILLE SWANSON                - 11501,Quote,2016-07-06,1406,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-10-07,DESERT
1405,"RMR Fabrication, LLC          ","3010 W. Lincoln St.           
                              ",                              ,Phoenix             ,AZ,85009     ,DCS_11502,2016-03-09,DCS_3688,1513,N/A                           ,Rick Kratz,                              ,NET 30,602-323-0330        ,602-323-0333        ,Formula for Total??,DCS_11502, ,"RMR Fabrication, LLC           - 11502",Quote,2016-07-07,1407,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-04-07,DESERT
1406,Super Radiator Coils          ,"2610 S. 21st Street           
                              ",                              ,Phoenix             ,AZ,85034     ,DCS_11503,2016-03-09,DCS_4259,956,N/A                           ,Wes Crytzer,                              ,NET 30,602-257-9708        ,602-257-0472        ,Formula for Total??,DCS_11503, ,Super Radiator Coils           - 11503,Quote,2016-07-07,1408,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
1407,Kids Attractions              ,"                              
                              ",                              ,                    ,  ,          ,DCS_11504,2016-03-09,DCS_2415,956,N/A                           ,Chad Nash,                              ,DUE ON RECEI,480-949-6505 X111   ,                    ,Formula for Total??,DCS_11504, ,Kids Attractions               - 11504,Quote,2016-07-07,1409,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
1408,Quality Iron Design           ,"Tim Freiland                  
3035 S. 35th Ave              ",3035 S. 35th Ave              ,Phoenix             ,AZ,85009     ,DCS_11505,2016-03-09,DCS_3484,1513,N/A                           ,Tim,                              ,NET 30,(602) 269-7691      ,                    ,Formula for Total??,DCS_11505, ,Quality Iron Design            - 11505,Quote,2016-07-07,1410,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-11,DESERT
1409,Total Shade                   ,"2331 W. Holly St.             
                              ",                              ,Phoenix             ,AZ,85009     ,DCS_11506,2016-03-09,DCS_4463,1513,N/A                           ,,                              ,NET 30,602-599-1143        ,(602) 265-0902      ,Formula for Total??,DCS_11506, ,Total Shade                    - 11506,Quote,2016-07-07,1411,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-29,DESERT
1410,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11507,2016-03-09,DCS_4110,956,N/A                           ,Tyson Wines,                              ,NET 30,(602)759-8241       ,602.438.8579        ,Formula for Total??,DCS_11507, ,Southwest Metalsmiths          - 11507,Quote,2016-07-07,1412,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1411,Stafford Tower Crane          ,"3620 S. 40th Street           
                              ",                              ,Phoenix             ,AZ,85040     ,DCS_11508,2016-03-10,DCS_3391,3,N/A                           ,Audra,                              ,DUE ON RECEI,(925) 353-8371      ,                    ,Formula for Total??,DCS_11508, ,Stafford Tower Crane           - 11508,Quote,2016-07-08,1413,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1412,Magnum Engineering Inc.       ,"2439 South 49th Ave           
                              ",                              ,Phoenix             ,AZ,85043     ,DCS_11509,2016-03-10,DCS_2652,956,Magnum Truck                  ,Terry Lamb,                              ,NET 30,(602) 272-3600      ,(602) 272-6980      ,Formula for Total??,DCS_11509, ,Magnum Engineering Inc.        - 11509,Quote,2016-07-08,1414,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-07-29,DESERT
1413,"Master-Halco, Inc.            ","Phoenix Warehouse             
3602 W. Lower Buckeye Rd.     ",3602 W. Lower Buckeye Rd.     ,Phoenix             ,AZ,85009     ,DCS_11510,2016-03-10,DCS_2782,3,N/A                           ,James Salzman,                              ,NET 30,(602) 269-2493      ,(602) 269-2576      ,Formula for Total??,DCS_11510, ,"Master-Halco, Inc.             - 11510",Quote,2016-07-08,1415,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-10,DESERT
1414,"K.T. Fabrication, Inc         ","501 E. Comstock Drive         
                              ",                              ,Chandler            ,AZ,85225     ,DCS_11511,2016-03-11,DCS_2450,956,                              ,Mike Mathis,                              ,NET 30,(480) 497-3140      ,(480) 497-3158      ,Formula for Total??,DCS_11511, ,"K.T. Fabrication, Inc          - 11511",Quote,2016-07-09,1416,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-11,DESERT
1415,"Fabrication Distributor, Inc. ","Fabrication Distributor, Inc. 
6316 S. Taxi Way Circle       ",6316 S. Taxi Way Circle       ,Mesa                ,AZ,85212     ,DCS_11512,2016-03-11,DCS_1339,1513,N/A                           ,Ruth Kolling,                              ,NET 30,480-988-2477        ,480-988-2491        ,Formula for Total??,DCS_11512, ,"Fabrication Distributor, Inc.  - 11512",Quote,2016-07-09,1417,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-04,DESERT
1416,University Mechanical         ,"                              
                              ",                              ,                    ,  ,          ,DCS_11514,2016-03-11,DCS_4532,956,N/A                           ,Becky Prunker(acct.pay.,                              ,NET 30,(480) 921-0903      ,                    ,Formula for Total??,DCS_11514, ,University Mechanical          - 11514,Quote,2016-07-09,1418,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-14,DESERT
1417,University Mechanical         ,"                              
                              ",                              ,                    ,  ,          ,DCS_11514P,2016-03-14,DCS_4532,956,N/A                           ,Becky Prunker(acct.pay.,                              ,NET 30,(480) 921-0903      ,                    ,Formula for Total??,DCS_11514P, ,University Mechanical          - 11514P,Quote,2016-07-12,1419,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-14,DESERT
1418,Sign Of The Times             ,"                              
                              ",                              ,                    ,  ,          ,DCS_11516,2016-03-14,DCS_4042,1513,                              ,Dan,                              ,DUE ON RECEI,(602) 269-6887      ,                    ,Formula for Total??,DCS_11516, ,Sign Of The Times              - 11516,Quote,2016-07-12,1420,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-09,DESERT
1419,Sign Of The Times             ,"                              
                              ",                              ,                    ,  ,          ,DCS_11517,2016-03-14,DCS_4042,1513,                              ,Dan,                              ,DUE ON RECEI,(602) 269-6887      ,                    ,Formula for Total??,DCS_11517, ,Sign Of The Times              - 11517,Quote,2016-07-12,1421,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-05-09,DESERT
1420,Forms+Surfaces                ,"                              
                              ",                              ,                    ,  ,          ,DCS_11518,2016-03-14,DCS_1401,1513,                              ,Jason Iverson,                              ,NET 30,(412) 781-9003      ,(412) 781-7840      ,Formula for Total??,DCS_11518, ,Forms+Surfaces                 - 11518,Quote,2016-07-12,1422,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
1421,South Mountain Studios        ,"6212 South Eighth Place       
                              ",                              ,Phoenix             ,AZ,85042     ,DCS_11519,2016-03-15,DCS_4090,1513,N/A                           ,,                              ,DUE ON RECEI,602-243-6494        ,                    ,Formula for Total??,DCS_11519, ,South Mountain Studios         - 11519,Quote,2016-07-13,1423,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-10-03,DESERT
1422,Kids Attractions              ,"                              
                              ",                              ,                    ,  ,          ,DCS_11521,2016-03-15,DCS_2415,956,N/A                           ,Chad Nash,                              ,DUE ON RECEI,480-949-6505 X111   ,                    ,Formula for Total??,DCS_11521, ,Kids Attractions               - 11521,Quote,2016-07-13,1424,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
1423,Southwest Metalsmiths         ,"5026 E Beverly Road           
                              ",                              ,Phoenix             ,AZ,85044     ,DCS_11522,2016-03-16,DCS_4110,956,N/A                           ,Tyson Wines,                              ,NET 30,(602)759-8241       ,602.438.8579        ,Formula for Total??,DCS_11522, ,Southwest Metalsmiths          - 11522,Quote,2016-07-14,1425,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
1424,U-Haul                        ,"Amform/U-Haul                 
4646 W. Pasadena Ave          ",4646 W. Pasadena Ave          ,Glendale            ,AZ,85301     ,DCS_11523,2016-03-16,DCS_1543,3,N/A                           ,Peter Tolar,                              ,NET 30,(623) 930-0445      ,(623) 930-1470      ,Formula for Total??,DCS_11523, ,U-Haul                         - 11523,Quote,2016-07-14,1426,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2016-03-18,DESERT
